"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"balancer1.nhtsa.dot.gov","dot.gov","https://balancer1.nhtsa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"benefitcost.its.dot.gov","dot.gov","https://www.benefitcost.its.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bomgar.dot.gov","dot.gov","https://bomgar.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"borderplanning.fhwa.dot.gov","dot.gov","https://borderplanning.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bridge.flhd.fhwa.dot.gov","dot.gov","https://bridge.flhd.fhwa.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bts.dot.gov","dot.gov","https://www.bts.dot.gov","Department of Transportation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cdan-prod-balancer.nhtsa.dot.gov","dot.gov","https://cdan-prod-balancer.nhtsa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cdan.dot.gov","dot.gov","https://cdan.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"cdlis.dot.gov","dot.gov","https://cdlis.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cdlisws.cdlis.dot.gov","dot.gov","https://cdlisws.cdlis.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"chat.seavision.volpe.dot.gov","dot.gov","https://chat.seavision.volpe.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"checkthebox.dot.gov","dot.gov","https://checkthebox.dot.gov","Department of Transportation","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"civilrights.dot.gov","dot.gov","http://civilrights.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"clearinghouse-test.fmcsa.dot.gov","dot.gov","https://clearinghouse-test.fmcsa.dot.gov","Department of Transportation","dap","No","Yes","No","Yes","No","No","No","No","No"
"clearinghouse.fmcsa.dot.gov","dot.gov","https://clearinghouse.fmcsa.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms.bts.dot.gov","dot.gov","https://cms.bts.dot.gov","Department of Transportation","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms.marad.dot.gov","dot.gov","https://cms.marad.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms.secure.dot.gov","dot.gov","https://cms.secure.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.bts.dot.gov","dot.gov","https://cms7.bts.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.dot.gov","dot.gov","https://cms7.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.fhwa.dot.gov","dot.gov","https://cms7.fhwa.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.fmcsa.dot.gov","dot.gov","https://cms7.fmcsa.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.fra.dot.gov","dot.gov","https://cms7.fra.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.fta.dot.gov","dot.gov","https://cms7.fta.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.phmsa.dot.gov","dot.gov","https://cms7.phmsa.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"cms7.seaway.dot.gov","dot.gov","https://cms7.seaway.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"collaboration.fhwa.dot.gov","dot.gov","https://collaboration.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"corridors.dot.gov","dot.gov","https://corridors.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"crashstats.nhtsa.dot.gov","dot.gov","https://crashstats.nhtsa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"crashviewer.nhtsa.dot.gov","dot.gov","https://crashviewer.nhtsa.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"crd.dot.gov","dot.gov","https://crd.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"csa.fmcsa.dot.gov","dot.gov","https://csa.fmcsa.dot.gov","Department of Transportation","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"damis.dot.gov","dot.gov","https://damis.dot.gov","Department of Transportation","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"data.fra.dot.gov","dot.gov","https://www.data.fra.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dataqs.fmcsa.dot.gov","dot.gov","https://dataqs.fmcsa.dot.gov","Department of Transportation","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"demo.eebacs.fhwa.dot.gov","dot.gov","https://demo.eebacs.fhwa.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"dialin.dot.gov","dot.gov","https://dialin.dot.gov","Department of Transportation","censys-snapshot","No","Yes","Yes","No","Yes","No","No","No","No"
"dot.gov","dot.gov","https://www.dot.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dotcms.fra.dot.gov","dot.gov","https://dotcms.fra.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dotdmzwws001vg.ext.dot.gov","dot.gov","http://dotdmzwws001vg.ext.dot.gov","Department of Transportation","rdns-snapshot","No","No","No","","","","","","No"
"dotdr1vdi015vg.dot.gov","dot.gov","https://dotdr1vdi015vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dotdr1vdi016vg.dot.gov","dot.gov","https://dotdr1vdi016vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dotdr1vdi017vg.dot.gov","dot.gov","https://dotdr1vdi017vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dothqevdi015vg.dot.gov","dot.gov","https://dothqevdi015vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dothqevdi016vg.dot.gov","dot.gov","https://dothqevdi016vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dothqevdi017vg.dot.gov","dot.gov","https://dothqevdi017vg.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dothqnwas053vg.ext.dot.gov","dot.gov","http://dothqnwas053vg.ext.dot.gov","Department of Transportation","rdns-snapshot","No","No","No","","","","","","No"
"dotnet.dot.gov","dot.gov","http://dotnet.dot.gov","Department of Transportation","eot2016","No","No","No","","","","","","No"
"dp.dot.gov","dot.gov","http://dp.dot.gov","Department of Transportation","censys-snapshot","No","No","No","No","Yes","Yes","No","No","No"
"eas.dot.gov","dot.gov","https://eas.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"eauth.fhwa.dot.gov","dot.gov","http://eauth.fhwa.dot.gov","Department of Transportation","censys-snapshot","No","No","No","","","","","","No"
"eauth1.fhwa.dot.gov","dot.gov","https://eauth1.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"edtservice.cdan.dot.gov","dot.gov","https://edtservice.cdan.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eebacs.fhwa.dot.gov","dot.gov","https://eebacs.fhwa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"eld.fmcsa.dot.gov","dot.gov","https://eld.fmcsa.dot.gov","Department of Transportation","dap","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"elmscontent.dot.gov","dot.gov","https://elmscontent.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"elmsstaging.dot.gov","dot.gov","https://elmsstaging.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"emfie.dot.gov","dot.gov","http://emfie.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","No","No","Yes","No","Yes","Yes","No","No","Ready"
"enepa.fhwa.dot.gov","dot.gov","https://enepa.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"engage.dot.gov","dot.gov","https://engage.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"environment.fhwa.dot.gov","dot.gov","https://www.environment.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"epr.marad.dot.gov","dot.gov","https://epr.marad.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"esubmit.rita.dot.gov","dot.gov","https://esubmit.rita.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"explore.dot.gov","dot.gov","https://explore.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"f5ltmvpn-dmz-vip.dot.gov","dot.gov","https://f5ltmvpn-dmz-vip.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"faces.fta.dot.gov","dot.gov","https://faces.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesdev1.fta.dot.gov","dot.gov","https://facesdev1.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesdev2.fta.dot.gov","dot.gov","https://facesdev2.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesdev3.fta.dot.gov","dot.gov","https://facesdev3.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesdev4.fta.dot.gov","dot.gov","https://facesdev4.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesdev5.fta.dot.gov","dot.gov","https://facesdev5.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facespreprod.fta.dot.gov","dot.gov","https://facespreprod.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestest1.fta.dot.gov","dot.gov","https://facestest1.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestest2.fta.dot.gov","dot.gov","https://facestest2.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestest3.fta.dot.gov","dot.gov","https://facestest3.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestest4.fta.dot.gov","dot.gov","https://facestest4.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestest5.fta.dot.gov","dot.gov","https://facestest5.fta.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facestraining.fta.dot.gov","dot.gov","https://facestraining.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"facesuat.fta.dot.gov","dot.gov","https://facesuat.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fastforms.dot.gov","dot.gov","http://fastforms.dot.gov","Department of Transportation","eot2016","No","No","No","","","","","","No"
"fastlane.dot.gov","dot.gov","http://www.fastlane.dot.gov","Department of Transportation","eot2016","No","No","No","","","","","","No"
"fedstar.phmsa.dot.gov","dot.gov","http://fedstar.phmsa.dot.gov","Department of Transportation","rdns-snapshot, eot2016","No","No","Yes","Yes","No","No","No","No","Ready"
"fhfl15gisweb.flhd.fhwa.dot.gov","dot.gov","https://fhfl15gisweb.flhd.fhwa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fhw1xavlacp04.fhwa.dot.gov","dot.gov","https://fhw1xavlacp04.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"fhwa.dot.gov","dot.gov","https://www.fhwa.dot.gov","Department of Transportation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fhwaapps.fhwa.dot.gov","dot.gov","https://fhwaapps.fhwa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fhwaappssp.fhwa.dot.gov","dot.gov","https://fhwaappssp.fhwa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fhwaopsweb.fhwa.dot.gov","dot.gov","https://fhwaopsweb.fhwa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"filingtarmacdelayplan.dot.gov","dot.gov","https://filingtarmacdelayplan.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"financecommission.dot.gov","dot.gov","https://financecommission.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","No","Yes","No","No","Yes","Yes","No","No","Ready"
"flh.fhwa.dot.gov","dot.gov","https://flh.fhwa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fmcsa.dot.gov","dot.gov","https://www.fmcsa.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fmcsa.portal.dot.gov","dot.gov","https://fmcsa.portal.dot.gov","Department of Transportation","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"forms.cdan.dot.gov","dot.gov","https://forms.cdan.dot.gov","Department of Transportation","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fra.dot.gov","dot.gov","https://www.fra.dot.gov","Department of Transportation","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fragis.fra.dot.gov","dot.gov","https://fragis.fra.dot.gov","Department of Transportation","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"frasp.fra.dot.gov","dot.gov","https://frasp.fra.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"freight.dot.gov","dot.gov","https://freight.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"fta.dot.gov","dot.gov","https://www.fta.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftaecho2.fta.dot.gov","dot.gov","https://ftaecho2.fta.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ftawebapps.fta.dot.gov","dot.gov","https://ftawebapps.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ftawebprod.fta.dot.gov","dot.gov","https://ftawebprod.fta.dot.gov","Department of Transportation","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ftp.nhtsa.dot.gov","dot.gov","https://ftp.nhtsa.dot.gov","Department of Transportation","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
